ID,Type,Title,ContainerTitle,JournalAbbrev,Volume,Issue,Pages,Year,DOI,URL,Abstract,Authors,Source,Language
http://zotero.org/users/14600920/items/2GTWWHMJ,article-journal,A review on effective removal of emerging contaminants from aquatic systems: Current trends and scope for further research,Journal of Hazardous Materials,Journal of Hazardous Materials,409,,124413,2021,10.1016/j.jhazmat.2020.124413,https://www.sciencedirect.com/science/article/pii/S0304389420324031,"Wastewater is water that has already been contaminated by domestic, industrial and commercial activity that needs to be treated before it could be discharged into some other water bodies to avoid even more groundwater contamination supplies. It consists of various contaminants like heavy metals, organic pollutants, inorganic pollutants and Emerging contaminants. Research has been doing on all types of contaminates more than a decade, but this emerging contaminants is the contaminants which arises mostly from pharmaceuticals, personal care products, hormones and fertilizer industries. The majority of emerging contaminants did not have standardized guidelines, but may have adverse effects on human and marine organisms, even at smaller concentrations. Typically, extremely low doses of emerging contaminants are found in the marine environment and cause a potential risk to the aquatic animals living there. When contaminants emerge in the marine world, they are potentially toxic and pose many risks to the health of both man and livestock. The aim of this article is to review the Emerging contaminate sources, detection methods and treatment methods. The purpose of this study is to consider the adsorption as a beneficial treatment of emerging contaminants also advanced and cost effective emerging contaminates treatment methods.","Rathi, B. Senthil; Kumar, P. Senthil; Show, Pau-Loke",ScienceDirect,
http://zotero.org/users/14600920/items/YX422C2R,article-journal,Water Analysis: Emerging Contaminants and Current Issues,Analytical Chemistry,Anal. Chem.,90,1,398-428,2018,10.1021/acs.analchem.7b04577,https://doi.org/10.1021/acs.analchem.7b04577,,"Richardson, Susan D.; Ternes, Thomas A.",ACS Publications,
http://zotero.org/users/14600920/items/U9TXVMYV,article-journal,The Minus Approach Can Redefine the Standard of Practice of Drinking Water Treatment,Environmental Science & Technology,Environ. Sci. Technol.,57,18,7150-7161,2023,10.1021/acs.est.2c09389,https://doi.org/10.1021/acs.est.2c09389,"Chlorine-based disinfection for drinking water treatment (DWT) was one of the 20th century’s great public health achievements, as it substantially reduced the risk of acute microbial waterborne disease. However, today’s chlorinated drinking water is not unambiguously safe; trace levels of regulated and unregulated disinfection byproducts (DBPs), and other known, unknown, and emerging contaminants (KUECs), present chronic risks that make them essential removal targets. Because conventional chemical-based DWT processes do little to remove DBPs or KUECs, alternative approaches are needed to minimize risks by removing DBP precursors and KUECs that are ubiquitous in water supplies. We present the “Minus Approach” as a toolbox of practices and technologies to mitigate KUECs and DBPs without compromising microbiological safety. The Minus Approach reduces problem-causing chemical addition treatment (i.e., the conventional “Plus Approach”) by producing biologically stable water containing pathogens at levels having negligible human health risk and substantially lower concentrations of KUECs and DBPs. Aside from ozonation, the Minus Approach avoids primary chemical-based coagulants, disinfectants, and advanced oxidation processes. The Minus Approach focuses on bank filtration, biofiltration, adsorption, and membranes to biologically and physically remove DBP precursors, KUECs, and pathogens; consequently, water purveyors can use ultraviolet light at key locations in conjunction with smaller dosages of secondary chemical disinfectants to minimize microbial regrowth in distribution systems. We describe how the Minus Approach contrasts with the conventional Plus Approach, integrates with artificial intelligence, and can ultimately improve the sustainability performance of water treatment. Finally, we consider barriers to adoption of the Minus Approach.","Reid, Elliot; Igou, Thomas; Zhao, Yangying; Crittenden, John; Huang, Ching-Hua; Westerhoff, Paul; Rittmann, Bruce; Drewes, Jörg E.; Chen, Yongsheng",ACS Publications,
http://zotero.org/users/14600920/items/MHIF4SG9,article-journal,Recovery of struvite for organic production: Mineral-based magnesium supplementation and pH elevation,Journal of Cleaner Production,Journal of Cleaner Production,452,,142244,2024,10.1016/j.jclepro.2024.142244,https://www.sciencedirect.com/science/article/pii/S0959652624016925,"Phosphate in wastewater can be recovered in the form of struvite crystals for use as slow-release fertilizer. Currently, struvite recovery often requires supplementing magnesium ions and raising pH with chemicals, making the recovered struvite unfavorable for organic production. In an effort for cleaner production, this study developed a versatile approach employing two mineral products in variable combinations for optimal supplementation of magnesium and elevation of pH. Magnesite, a mineral of MgCO3, was ground and calcined without use of any catalysts. The magnesite calcined under the optimum conditions (800 °C for 30 min) can be dissolved in near-neutral filtrate of sludge digestate to supplement magnesium and raise pH for effective struvite formation. The OMRI-listed Epsom salts (MgSO4∙7H2O), mineral-based water-soluble commercial products, can be used to supplement magnesium without changing pH of alkaline wastewater. Six-hour batch operation of an air-lift crystallizer removed 85.7% and 94.7% of phosphate in hydrolyzed human urine when magnesium was amended to 1.2 × molar concentration of phosphate with calcined magnesite and an OMRI-listed Epsom salt, respectively. More than 98% of phosphate was removed from filtrate of sludge digestate in 3-h batch operation using calcined magnesite to raise pH to 8.5 and the Epsom salt for further magnesium supplementation. Struvite accounted for 85.7%, 90.5%, and 81.5% of the crystals recovered from urine with calcined magnesite, urine with Epsom salt, and filtrate with both mineral products, respectively. The material and energy costs of this green process were estimated to be $0.16/kg struvite from urine with calcined magnesite, $1.37/kg struvite from urine with Epsom salt, and $0.94/kg struvite from filtrate with both mineral products. This study proved the technical and economic feasibility of chemical-free magnesium supplementation and pH elevation, making the recovered struvite potentially certifiable for organic production.","Iftikhar, Aysha; Tao, Wendong",ScienceDirect,
http://zotero.org/users/14600920/items/SGSY9Z64,webpage,"Coffee, eggs and white rice linked to higher levels of PFAS in human body | PFAS | The Guardian",The Guardian,,,,,2024,,https://amp-theguardian-com.cdn.ampproject.org/c/s/amp.theguardian.com/environment/article/2024/jul/04/pfas-toxic-forever-chemicals-food,,"Perkin, Tom",,
http://zotero.org/users/14600920/items/ZBJP64TJ,article-journal,Landfill Gas: A Major Pathway for Neutral Per- and Polyfluoroalkyl Substance (PFAS) Release,Environmental Science & Technology Letters,Environ. Sci. Technol. Lett.,,,,2024,10.1021/acs.estlett.4c00364,https://doi.org/10.1021/acs.estlett.4c00364,"The undisclosed and ubiquitous use of perfluoroalkyl and polyfluoroalkyl substances (PFAS) in consumer products has led to a growing issue of environmental pollution, particularly within the solid waste community, where the fate of volatile (neutral) PFAS in landfilled refuse is not well understood. Here, three municipal solid waste landfills in Florida were assessed for neutral PFAS in landfill gas and ionic PFAS in landfill leachate to compare the relative mobility between the two pathways. Landfill gas was directly sampled using a high volume, XAD-2 resin based sampling approach developed for adsorption and analysis of 27 neutral PFAS. Across sites, 13 neutral PFAS were identified from fluorotelomer alcohol (FTOH), fluorotelomer olefin (FTO), secondary FTOH, fluorotelomer acetate (FTOAc), and fluorotelomer methyl acrylate (FTMAc) classes; however, FTOHs dominated concentrations (87–97% total neutral PFAS), with most detections surpassing utilized calibration levels. Even under conservative assumptions, the mass of fluorine leaving in landfill gas (32–76%) was comparable to or greater than the mass leaving in landfill leachate (24–68%). These findings suggest that landfill gas, a less scrutinized byproduct, serves as a major pathway for the mobility of PFAS from landfills.","Lin, Ashley M.; Thompson, Jake T.; Koelmel, Jeremy P.; Liu, Yalan; Bowden, John A.; Townsend, Timothy G.",ACS Publications,
http://zotero.org/users/14600920/items/G2C6B8F3,article-journal,"Emerging Pollutants – Part I: Occurrence, Fate and Transport",Water Environment Research,,86,10,1994-2035,2014,10.2175/106143014X14031280668731,https://onlinelibrary.wiley.com/doi/abs/10.2175/106143014X14031280668731,"Part I: Occurrence, Fate, and Transport (this literature review) compiles research from 2013 investigating emerging pollutants in wastewater and environmental waters and the sources of emerging pollutants. The paper summarizes important findings on environmental aquatic occurrence, persistence and transport of emerging pollutants in the environment, monitoring approaches, modeling, and regulatory discussions. The paper further mentions updates in our understanding of the toxicological impacts of these compounds where relevant specifically to wastewater. Finally, the paper speaks to the environmental sinks and degradation of pollutants. Part II: Treatment (the companion to this review) includes discussion of water and wastewater treatment technologies on emerging pollutants.","Sima, Laura; Amador, Janelle; Da Silva, Allegra K.; Miller, Sarah M.; Morse, Audra N.; Pellegrin, Marie-Laure; Rock, Channah; Wells, Martha J.M.",Wiley Online Library,en
http://zotero.org/users/14600920/items/928NAFNK,article-journal,Tandem Electrokinetic/Electrocatalytic Remediation of Pfas in Soils,ECS Meeting Abstracts,Meet. Abstr.,MA2022-02,58,2188,2022,10.1149/MA2022-02582188mtgabs,https://iopscience.iop.org/article/10.1149/MA2022-02582188mtgabs/meta,"Tandem Electrokinetic/Electrocatalytic Remediation of Pfas in Soils, Katherine Lee, Brian Skinn, Stephen Snyder, Chris Athmer, Maria Inman","Lee, Katherine; Skinn, Brian; Snyder, Stephen; Athmer, Chris; Inman, Maria",iopscience.iop.org,en
http://zotero.org/users/14600920/items/7CYGGW7W,article-journal,Effects of perfluoroalkyl and polyfluoroalkyl substances (PFAS) on soil structure and function,Soil Ecology Letters,Soil Ecol. Lett.,5,1,108-117,2023,10.1007/s42832-022-0143-5,https://doi.org/10.1007/s42832-022-0143-5,"Soils are impacted globally by several anthropogenic factors, including chemical pollutants. Among those, perfluoroalkyl and polyfluoroalkyl substances (PFAS) are of concern due to their high environmental persistence, and as they might affect soil structure and function. However, data on impacts of PFAS on soil structure and microbially-driven processes are currently lacking. This study explored the effects of perfluorooctanesulfonic acid (PFOS), perfluorooctanoic acid (PFOA) and perfluorobutanesulfonic acid (PFBS) at environmental-relevant concentrations on soil health, using a 6-week microcosm experiment. PFAS (even at 0.5 ng g−1 for PFBS) significantly increased litter decomposition, associated with positive effects on β-glucosidase activities. This effect increased with PFAS concentrations. Soil pH was significantly increased, likely as a direct consequence of increased litter decomposition affected by PFAS. Soil respiration was significantly inhibited by PFAS in week 3, while this effect was more variable in week 6. Water-stable aggregates were negatively affected by PFOS, possibly related to microbial shifts. PFAS affected soil bacterial and fungal abundance, but not microbial and certain enzyme activities. Our work highlights the potential effects of PFAS on soil health, and we argue that this substance class could be a factor of environmental change of potentially broad relevance in terrestrial ecosystem functioning.","Xu, Baile; Yang, Gaowen; Lehmann, Anika; Riedel, Sebastian; Rillig, Matthias C.",Springer Link,en
http://zotero.org/users/14600920/items/TJDZLX5B,article-journal,PFASs in Soil: How They Threaten Human Health through Multiple Pathways and Whether They Are Receiving Adequate Concern,Journal of Agricultural and Food Chemistry,J. Agric. Food Chem.,71,3,1259-1275,2023,10.1021/acs.jafc.2c06283,https://doi.org/10.1021/acs.jafc.2c06283,"Per- and polyfluoroalkyl substances (PFASs) have been mass-produced and widely applied in consumer and industrial products, resulting in their widespread presence in the environment. Features such as environmental persistence, bioaccumulation, and high toxicity even at low doses have made PFASs an increasing concern. This brief review focuses on soil PFASs, especially the effect of soil PFASs on other environmental media and their potential threats to human health through daily diet. Specifically, soil PFASs contamination caused by different pathways was first investigated. Soil pollution from application of aqueous film-forming foams (AFFFs) is generally more severe than that from fluorochemical manufacturing plants, followed by biosolid land use, landfill, and irrigation. Factors, such as carbon chain length of PFASs, wastewater treatment technology, geographical conditions, and regional development level, are related to soil PFASs’ pollution. Then, the migration, bioaccumulation, and toxicity characteristics of soil PFASs were analyzed. Short-chain PFASs have higher solubility, mobility, and bioavailability, while long-chain PFASs have higher bioaccumulation potential and are more toxic to organisms. Factors such as soil texture, solution chemistry conditions, enzymes, and fertilization conditions also influence the environmental behavior of PFASs. The risk of human exposure to PFASs through agricultural and animal products is difficult to control and varies depending on living region, age, eating habits, lifestyle, ethnicity, etc. Soil PFASs threaten drinking water safety, affect soil function, and enter food webs, threatening human health. Knowledge gaps and perspectives in these research fields are also included in current work to assist future research to effectively investigate and understand the environmental risks of soil PFASs, thereby reducing human exposure.","Xing, Yingna; Li, Qi; Chen, Xin; Huang, Bin; Ji, Lei; Zhang, Qiang; Fu, Xiaowen; Li, Tianyuan; Wang, Jianing",ACS Publications,
http://zotero.org/users/14600920/items/KERZT9NJ,article-journal,Phosphate fertilizer from sewage sludge ash (SSA),Waste Management,Waste Management,28,10,1809-1818,2008,10.1016/j.wasman.2007.08.011,https://www.sciencedirect.com/science/article/pii/S0956053X07002607,"Ashes from sewage sludge incineration are rich in phosphorus content, ranging between 4% and 9%. Due to the current methods of disposal used for these ashes, phosphorus, which is a valuable plant nutrient, is removed from biological cycling. This article proposes the possible three-stage processing of SSA, whereby more than 90% of phosphorus can be extracted to make an adequate phosphate fertilizer. SSA from two Swiss sewage sludge incinerators was used for laboratory investigations. In an initial step, SSA was leached with sulfuric acid using a liquid-to-solid ratio of 2. The leaching time and pH required for high phosphorus dissolution were determined. Inevitably, dissolution of heavy metals takes place that would contaminate the fertilizer. Thus in a second step, leach solution has to be purified by having the heavy metals removed. Both ion exchange using chelating resins and sulfide precipitation turned out to be suitable for removing critical Cu, Ni and Cd. Thirdly, phosphates were precipitated as calcium phosphates with lime water. The resulting phosphate sludge was dewatered, dried and ground to get a powdery fertilizer whose efficacy was demonstrated by plant tests in a greenhouse. By measuring the weight of plants after 6 weeks of growth, fertilized in part with conventional phosphate fertilizer, fertilizer made from SSA was proven to be equal in its plant uptake efficiency.","Franz, M.",ScienceDirect,
http://zotero.org/users/14600920/items/729MGPG6,article-journal,Advancing per- and polyfluoroalkyl substances (PFAS) research: an overview of ATSDR and NCEH activities and recommendations,Journal of Exposure Science & Environmental Epidemiology,J Expo Sci Environ Epidemiol,31,6,961-971,2021,10.1038/s41370-021-00316-6,https://www.nature.com/articles/s41370-021-00316-6,"The National Center for Environmental Health (NCEH), part of the Centers for Disease Control and Prevention (CDC), and the Agency for Toxic Substances and Disease Registry (ATSDR) support and conduct research advancing national, state, and local public health response to per- and polyfluoroalkyl substances (PFAS). PFAS are a group of manufactured chemicals used in industry and consumer products that persist in the environment. Given the growing evidence linking PFAS with adverse health effects in humans, NCEH and ATSDR developed a public health research framework to capture the broad range of PFAS research activities being conducted and supported by the agency to determine future research priorities and identify opportunities for interagency collaboration. The framework was conceptualized via a multidisciplinary visioning process designed to identify compelling questions and research activities that span five scientific domains: toxicology, exposure, human health, public health action, and cross-cutting priorities. This paper presents a framework, compelling questions and research activities to help NCEH and ATSDR advance scientific discovery in partnership with federal, state, and local stakeholders as part of a comprehensive public health response to PFAS contamination.","Rogers, Rachel D.; Reh, Christopher M.; Breysse, Patrick",www.nature.com,en
http://zotero.org/users/14600920/items/CPBAVLGS,article-journal,"PFOS, PFOA, LC-PFCAS, and certain other PFAS: A focus on Canadian guidelines and guidance for contaminated sites management",Environmental Technology & Innovation,Environmental Technology & Innovation,18,,100752,2020,10.1016/j.eti.2020.100752,https://www.sciencedirect.com/science/article/pii/S2352186419308168,"The Canadian government has been involved in developing regulations and guidance for certain per- and polyfluoroalkyl substances (PFAS) since the early 2000s. Several federal departments are involved in different aspects of this work. Significant PFAS work is carried out under the Federal Contaminated Sites Action Plan (FCSAP), which provides a structure for the dozens of departments that are implicated in federal contaminated sites management in Canada. The work carried out under FCSAP is largely related to the PFAS resulting from aqueous film forming foams (AFFF) use. The Chemicals Management Plan (CMP) is another program with significant involvement in the assessment and management of certain PFAS. This work includes the publication of screening assessments on perfluorooctane sulfonate (PFOS), perfluorooctanoic acid (PFOA), and long-chain perfluorocarboxylic acids (LC-PFCAs) which led to their regulation. Risk assessments identify whether a chemical substance poses a risk, and if so, risk managers determine how best to minimise or eliminate the risk to protect the public and the environment. Highlights of work carried out under FCSAP, CMP, and existing regulations are discussed herein. Environmental quality guidelines and drinking water quality guidelines provide benchmarks for the quality of the ambient environment. Canadian federal guidelines or screening values to protect human health are now available for eleven (11) PFAS, while values to protect ecological receptors are available for PFOS. Development of our understanding, including the review of new information on PFAS (those for which guidelines exist and additional substances) is ongoing. Ongoing scientific research and risk management at contaminated sites in Canada have also been part of efforts by multiple federal departments in Canada. In this report, we will outline some of these projects and how they inform the development of additional environmental quality guidelines and advance contaminated sites risk management.","Longpré, Darcy; Lorusso, Luigi; Levicki, Christine; Carrier, Richard; Cureton, Philippa",ScienceDirect,
http://zotero.org/users/14600920/items/QV7FYXIR,article-journal,Addressing Urgent Questions for PFAS in the 21st Century,Environmental Science & Technology,Environ. Sci. Technol.,55,19,12755-12765,2021,10.1021/acs.est.1c03386,https://doi.org/10.1021/acs.est.1c03386,"Despite decades of research on per- and polyfluoroalkyl substances (PFAS), fundamental obstacles remain to addressing worldwide contamination by these chemicals and their associated impacts on environmental quality and health. Here, we propose six urgent questions relevant to science, technology, and policy that must be tackled to address the “PFAS problem”: (1) What are the global production volumes of PFAS, and where are PFAS used? (2) Where are the unknown PFAS hotspots in the environment? (3) How can we make measuring PFAS globally accessible? (4) How can we safely manage PFAS-containing waste? (5) How do we understand and describe the health effects of PFAS exposure? (6) Who pays the costs of PFAS contamination? The importance of each question and barriers to progress are briefly described, and several potential paths forward are proposed. Given the diversity of PFAS and their uses, the extreme persistence of most PFAS, the striking ongoing lack of fundamental information, and the inequity of the health and environmental impacts from PFAS contamination, there is a need for scientific and regulatory communities to work together, with cooperation from PFAS-related industries, to fill in critical data gaps and protect human health and the environment.","Ng, Carla; Cousins, Ian T.; DeWitt, Jamie C.; Glüge, Juliane; Goldenman, Gretta; Herzke, Dorte; Lohmann, Rainer; Miller, Mark; Patton, Sharyle; Scheringer, Martin; Trier, Xenia; Wang, Zhanyun",ACS Publications,
http://zotero.org/users/14600920/items/9UHVMRBF,article-journal,Yale School of Public Health Symposium: An overview of the challenges and opportunities associated with per- and polyfluoroalkyl substances (PFAS),Science of The Total Environment,Science of The Total Environment,778,,146192,2021,10.1016/j.scitotenv.2021.146192,https://www.sciencedirect.com/science/article/pii/S0048969721012596,"On December 13, 2019, the Yale School of Public Health hosted a symposium titled “Per- and Polyfluoroalkyl Substances (PFAS): Challenges and Opportunities” in New Haven, Connecticut. The meeting focused on the current state of the science on these chemicals, highlighted the challenges unique to PFAS, and explored promising opportunities for addressing them. It brought together participants from Yale University, the National Institute of Environmental Health Sciences, the University of Massachusetts Amherst, the University of Connecticut, the Connecticut Agricultural Experiment Station, the Connecticut Departments of Public Health and Energy and Environmental Protection, and the public and private sectors. Presentations during the symposium centered around several primary themes. The first reviewed the current state of the science on the health effects associated with PFAS exposure and noted key areas that warranted future research. As research in this field relies on specialized laboratory analyses, the second theme considered commercially available methods for PFAS analysis as well as several emerging analytical approaches that support health studies and facilitate the investigation of a broader range of PFAS. Since mitigation of PFAS exposure requires prevention and cleanup of contamination, the third theme highlighted new nanotechnology-enabled PFAS remediation technologies and explored the potential of green chemistry to develop safer alternatives to PFAS. The fourth theme covered collaborative efforts to assess the vulnerability of in-state private wells and small public water supplies to PFAS contamination by adjacent landfills, and the fifth focused on strategies that promote successful community engagement. This symposium supported a unique interdisciplinary coalition established during the development of Connecticut's PFAS Action Plan, and discussions occurring throughout the symposium revealed opportunities for collaborations among Connecticut scientists, state and local officials, and community advocates. In doing so, it bolstered the State of Connecticut's efforts to implement the ambitious initiatives that its PFAS Action Plan recommends.","Hagstrom, Anna L.; Anastas, Paul; Boissevain, Andrea; Borrel, Alexandre; Deziel, Nicole C.; Fenton, Suzanne E.; Fields, Cheryl; Fortner, John D.; Franceschi-Hofmann, Nikolas; Frigon, Raymond; Jin, Lan; Kim, Jae-Hong; Kleinstreuer, Nicole C.; Koelmel, Jeremy; Lei, Yu; Liew, Zeyan; Ma, Xiuqi; Mathieu, Lori; Nason, Sara L.; Organtini, Kari; Oulhote, Youssef; Pociu, Shannon; Godri Pollitt, Krystal J.; Saiers, James; Thompson, David C.; Toal, Brian; Weiner, Eric J.; Whirledge, Shannon; Zhang, Yawei; Vasiliou, Vasilis",ScienceDirect,
http://zotero.org/users/14600920/items/7JKXU8YZ,article-journal,Microbial and thermal treatment techniques for degradation of PFAS in biosolids: A focus on degradation mechanisms and pathways,Journal of Hazardous Materials,Journal of Hazardous Materials,452,,131212,2023,10.1016/j.jhazmat.2023.131212,https://www.sciencedirect.com/science/article/pii/S0304389423004946,"Per- and polyfluoroalkyl substances (PFAS) are persistent organic chemicals detected in biosolids worldwide, which have become a significant concern for biosolids applications due to their increasing environmental risks. Hence, it is pivotal to understand the magnitude of PFAS contamination in biosolids and implement effective technologies to reduce their contamination and prevent hazardous aftermaths. Thermal techniques such as pyrolysis, incineration and gasification, and biodegradation have been regarded as impactful solutions to degrade PFAS and transform biosolids into value-added products like biochar. These techniques can mineralize PFAS compounds under specific operating parameters, which can lead to unique degradation mechanisms and pathways. Understanding PFAS degradation mechanisms can pave the way to design the technology and to optimize the process conditions. Therefore, in this review, we aim to review and compare PFAS degradation mechanisms in thermal treatment like pyrolysis, incineration, gasification, smouldering combustion, hydrothermal liquefaction (HTL), and biodegradation. For instance, in biodegradation of perfluorooctane sulfonic acid (PFOS), firstly C−S bond cleavage occurs which is followed by hydroxylation, decarboxylation and defluorination reactions to form perfluoroheptanoic acid. In HTL, PFOS degradation is carried through OH−catalyzed series of nucleophilic substitution and decarboxylation reactions. In contrast, thermal PFOS degradation involves a three-step random-chain scission pathway. The first step includes C−S bond cleavage, followed by defluorination of perfluoroalkyl radical, and radical chain propagation reactions. Finally, the termination of chain propagation reactions produces very short-fluorinated units. We also highlighted important policies and strategies employed worldwide to curb PFAS contamination in biosolids.","Kumar, Ravinder; Dada, Tewodros Kassa; Whelan, Anna; Cannon, Patrick; Sheehan, Madoc; Reeves, Louise; Antunes, Elsa",ScienceDirect,
http://zotero.org/users/14600920/items/MDR99XAV,article-journal,Occurrence and removal of per- and polyfluoroalkyl substances (PFAS) in leachates from incineration plants: A full-scale study,Chemosphere,Chemosphere,313,,137456,2023,10.1016/j.chemosphere.2022.137456,https://www.sciencedirect.com/science/article/pii/S0045653522039492,"Municipal solid wastes (MSWs) contain diverse per- and polyfluoroalkyl substances (PFAS), and these substances may leach into leachates, resulting in potential threats to the environment and human health. In this study, leachates from incineration plants with on-site treatment systems were measured for 17 PFAS species, including 13 perfluorocarboxylic acids (PFCAs) and 4 perfluorosulfonic acids (PFSAs). PFAS were detected in all of the raw leachates and finished effluents in concentrations ranging from 7228 to 16,565 ng L−1 and 43 to 184 ng L−1, respectively, with a greater contribution from the short-chain PFAS and PFCAs. The results showed that the existing combined processes (biological treatment and membrane filtration) were effective in decreasing PFAS in the aqueous phase with removal efficiencies over 95%. In addition, correlation analysis suggested that physical entrapment, not biodegradation, was the main means of PFAS reduction in the treatment system. These results filled a gap in the understanding of PFAS occurrence and removal in leachates from incineration plants during the full-scale treatment processes, and demonstrated those leachates were previously under-explored sources of PFAS.","Liu, Xuemei; Huang, Xingyao; Wei, Xiaoxiao; Zhi, Yue; Qian, Shenhua; Li, Wei; Yue, Dongbei; Wang, Xiaoming",ScienceDirect,
http://zotero.org/users/14600920/items/4733NI5W,webpage,North Carolina lawmakers working on PFAS bill to charge companies to cover cleanup,ABC11 Raleigh-Durham,,,,,2024,,https://abc11.com/post/toxic-chemicals-drinking-water-north-carolina-lawmakers-working/14966461/,People affected by PFAS in Cumberland County said they support the effort but some are still calling for even more to be done.,"John, Monique",,en
http://zotero.org/users/14600920/items/FS39L9F9,article-journal,Analysis of the economic viability of the use of biogas produced in wastewater treatment plants to generate electrical energy,"Environment, Development and Sustainability",Environ Dev Sustain,23,2,2614-2629,2021,10.1007/s10668-020-00689-y,https://doi.org/10.1007/s10668-020-00689-y,"Basic sanitation in developing countries such as Brazil still needs many investments today to meet the population appropriately. Therefore, the study of technologies that can facilitate the deployment of sewage treatment systems becomes essential. In this sense, the objective of this study was to evaluate the energy potential and the economic viability of the operation efficiency of biogas from anaerobic digestion of sewage and sewage sludge in wastewater treatment plants in the state of Minas Gerais, Brazil. Economic analysis was considered for the local legislation that establishes a system of energy compensation for distributed generation. The potential for reducing emissions of greenhouse gases (GHG) with the application of the methane recovery system was always estimated. For the biogas production calculations, real data on the volume of treated sewage and the population served with sanitary sewage were presented in a report by the local authority. The results indicated that the methane recovery system is feasible in most cities above 50,000 inhabitants, 86% of the municipalities with a population between 50,000 and 150,000 inhabitants, 67% of the municipalities with a population between 150,000 and 250,000 inhabitants and 100% of the municipalities with a population exceeding 250,000 inhabitants; these showed positive NPV and IRR, greater than the rate of attractiveness (8%). The time needed for return on investment (payback) in municipalities where the investment was feasible was 1.25 years for cities with a population of more than 250,000 inhabitants, 4.49 years for cities with a population between 150,000 and 250,000 inhabitants, 2.08 years for cities with a population between 50,000 and 150,000 inhabitants and 7.97 years for cities with a population of less than 50,000 inhabitants. In addition, a potential for electricity generation in the state of Minas Gerais of approximately 47,140 MWh per year and a potential reduction in emissions of GHG close to 325,800 tCO2eq/year with the deployment of the system was identified.","Campello, Laura Dardot; Barros, Regina Mambeli; Tiago Filho, Geraldo Lúcio; Santos, Ivan Felipe Silva",Springer Link,en
http://zotero.org/users/14600920/items/ZM8Q83D4,article-journal,Techno-economic and environmental assessment of upgrading alternatives for sludge stabilization in municipal wastewater treatment plants,Journal of Cleaner Production,Journal of Cleaner Production,112,,3106-3115,2016,10.1016/j.jclepro.2015.10.017,https://www.sciencedirect.com/science/article/pii/S0959652615013980,"In this work we have performed a feasibility study of two upgrading alternatives for sewage sludge stabilization aimed to the reduction of the produced sludge and to the improvement of its qualitative characteristics with respect to its final destination: agricultural use or incineration. The first upgrading (1) proposes the separated thickening: primary sludge is thickened by gravity while dynamic thickening is applied to secondary sludge. The second upgrading (2) introduces a post-aerobic digestion stage (after the anaerobic one), in addition to separate thickening. Technical-economic and environmental assessments have been performed in comparison to a conventional wastewater treatment plant, which operates with gravity thickening and anaerobic digestion of mixed sludge. In the post-aerobic stage, operated with intermittent aeration, additional volatile solids removal of 45% and nitrification and denitrification efficiencies of 97% and 70%, respectively, were achieved. Both upgrading alternatives gained a positive technical evaluation with the only exceptions of the item “Thermal energy consumption” in upgrading 1 for agricultural reuse, and, to a minor extent, the “Energy available for external recovery” for incineration in both upgrading options. Cost analysis showed that the two upgrading alternatives are generally cheaper than the conventional plant, even if the results are dependent on local conditions, which have to be considered. Results of the environmental assessment showed that the upgrades with incineration perform better than the reference for all impact categories except freshwater eutrophication, with upgrading 2 as the best option. For the agricultural use, different results were obtained for the different impact categories with critical aspects mainly related to phosphorus and ammonia emissions for upgrading 1.","Tomei, Maria Concetta; Bertanza, Giorgio; Canato, Matteo; Heimersson, Sara; Laera, Giuseppe; Svanström, Magdalena",ScienceDirect,
http://zotero.org/users/14600920/items/53GT2MBR,article-journal,Waste-to-biofuel integrated system and its comprehensive techno-economic assessment in wastewater treatment plants,Bioresource Technology,Bioresource Technology,250,,523-531,2018,10.1016/j.biortech.2017.11.040,https://www.sciencedirect.com/science/article/pii/S096085241732014X,"Combining wastewater treatment and biofuel production is considered the cost-effective way for better waste remediation and lowering the environmental impact for biofuel production. In this study, an innovative integrated system incorporating sludge, scum and centrate treatment and biofuel production was developed. A comprehensive techno-economic analysis was conducted to evaluate the technology and economic feasibility of the integrated system with the consideration of biofuel production, wastewater treatment improvement, tax credits, carbon credit, and coproducts utilization. Benefited from the integrated system that the intermediate byproducts can be used in between the sub-systems, such as the glycerol generated from the scum-to-biodiesel production can be used as an organic carbon for the centrate-to-algae production, the estimated breakeven selling price of the bio-oil ($1.85/gallon) is very close to the 5-year averaged crude oil price. The assessment result showed the payback period and the IRRs of the integrated system are superior in comparison with others.","Xin, Chunhua; Addy, Min M.; Zhao, Jinyu; Cheng, Yanling; Ma, Yiwei; Liu, Shiyu; Mu, Dongyan; Liu, Yuhuan; Chen, Paul; Ruan, Roger",ScienceDirect,
